id,phosphorus_content,nitrogen_content,total_nutrient,water_content,particle_size
1805-1,45.01148035736079,16.333603785079443,61.066145122210166,2.9294559386233967,95.60554558989237
1805-2,44.80446086181938,15.859024442189305,60.95648387762556,2.911396192182494,95.51046367787693
1805-3,44.785930894193775,16.21266276768983,61.01316002617711,2.8962668235159437,95.42016158431515
1805-4,44.782555946399185,15.939493779088327,60.90567975838965,2.883592348987888,95.33439902518288
1805-5,44.791572888199966,16.10263700630163,60.82075657857173,2.8729744370245465,95.25294779566194
1805-6,44.867269390682594,15.993563198022477,60.912686333470106,2.8640793894064616,95.17559116291231
1805-7,44.967611368037595,16.10945497308581,61.038881722293155,2.856627653848552,95.1021232893693
1805-8,45.00275044863659,16.201656402142927,61.06682998317122,2.8503850382708538,95.0323486850325
1805-9,44.93760814198666,15.992838881836501,61.01449511357627,2.8451553506433105,94.96608168728815
1805-10,44.809632780486375,15.986733684518185,60.92553731092983,2.840774233090697,94.9031459668812
1805-11,44.686485441144,15.980832435263215,60.819853102185924,2.8371039964768063,94.84337405872223
1805-12,44.625744271375815,16.068586669696266,60.73937027687796,2.8340292931299613,94.78660691628136
1805-13,44.651554315100526,16.149716452528796,60.73394730780871,2.8314534917128737,94.7326934883825
1805-14,44.74425080628438,15.910454955988657,60.80687219651665,2.829295640306796,94.68149031727293
1805-15,44.84854615113494,16.175797882280076,60.91076304460866,2.8274879222661777,94.6328611568975
1805-16,44.902333717595866,15.92123065375384,60.98620361895497,2.8259735248868365,94.58667661036324
1805-17,44.87140135430853,16.038964319158808,60.99361747857597,2.8247048539044015,94.54281378562777
1805-18,44.76864490612874,16.34699530153944,60.92796609659396,2.823642037708579,94.50115596849743
1805-19,44.64653941313667,16.292022469659678,60.82173400119746,2.8227516742638885,94.46159231206327
1805-20,44.56795717340759,16.02887446623519,60.73053013085512,2.8220057813552573,94.42401754174965
1805-21,44.57184472018963,16.312870602011117,60.70291210088338,2.8213809171669717,94.38833167518996
1805-22,44.65224696688977,15.929951115070606,60.752939976798594,2.82085744355664,94.3544397561846
1805-23,44.761803234791266,16.188361261021743,60.85290387517455,2.8204189088704608,94.3222516020327
1805-24,44.837731593931714,15.857477335503672,60.948800911737315,2.8200515309030023,94.29168156356594
1805-25,44.836112926818494,16.346376390441733,60.98904428405308,2.819743763752017,94.26264829724542
1805-26,44.755731529762194,15.880409745932614,60.951748348121725,2.8194859349554755,94.23507454871529
1805-27,44.63849251994404,15.86232477836798,60.85652833875432,2.8192699415068128,94.20888694723736
1805-28,44.54631653642295,16.187798924854555,60.754125972885554,2.8190889951948,94.18401581045977
1805-29,44.527256414341046,16.244408582673273,60.69918237723804,2.8189374092646067,94.16039495899945
1805-30,44.58937217378338,16.103467960817188,60.72092648194453,2.8188104196952866,94.13796154034635
1805-31,44.69655628536104,16.291717139009,60.80756347931165,2.8187040354768067,94.11665586161968
1805-32,44.78845800456784,16.230837797808345,60.9126156453979,2.818614913181157,94.09642123073155
1805-33,44.813510774713095,16.091655033453833,60.97977853110956,2.818540251885568,94.0772038055355
1805-34,44.75698559750617,16.086096667866663,60.97303840001223,2.8184777051455114,94.05895245055872
1805-35,44.64880517874336,15.989438755360421,60.895948515151254,2.818425307250985,94.04161860093572
1805-36,44.546972943510674,15.926275930615816,60.78972477176082,2.818381411448448,94.02515613318285
1805-37,44.505788337957945,16.002365022656907,60.71117688708188,2.8183446381868924,94.00952124246841
1805-38,44.54626162323081,16.046082929567927,60.70230062595278,2.81831383176151,93.99467232605312
1805-39,44.64484356897898,16.223223044312714,60.76780697204912,2.8182880239923698,93.98056987258958
1805-40,44.74651010158499,16.286208824384342,60.87260625872398,2.8182664037965885,93.9671763569869
1805-41,44.79493118504652,16.17118831471037,60.960590160489254,2.818248291697746,93.95445614056044
1805-42,44.7631812363266,15.945389812436918,60.9846601593007,2.818233118471388,93.94237537620138
1805-43,44.668246748089096,16.13801800857542,60.9319311023353,2.818220407255525,93.93090191831308
1805-44,44.561514181950166,15.941863534749261,60.830621386551286,2.818209758563884,93.9200052372752
1805-45,44.500559374958094,16.338306674721967,60.73494517868961,2.818200837730904,93.90965633820764
1805-46,44.51772276693893,15.950084250095069,60.69609547121458,2.8181933643939208,93.89982768381851
1805-47,44.602619300125134,16.00543511545335,60.73484836977464,2.8181871036819697,93.8904931211302
1805-48,44.70803856012168,15.947156080894091,60.830448914715426,2.8181818588342886,93.88162781188923
1805-49,44.775886436644996,16.17803524241732,60.93172389833732,2.8181774650165563,93.87320816647444
1805-50,44.768913241099455,16.28017217283483,60.984471552637785,2.818173784140497,93.86521178112743
1805-51,44.69089948874769,16.103157511984712,60.960468065356125,2.8181707005240617,93.8576173783388
1805-52,44.58436070878327,16.191469429379694,60.872567729426244,2.8181681172557966,93.8504047502308
1805-53,44.507149655572356,16.289629743104417,60.76781788880346,2.8181659531491148,93.84355470478651
1805-54,44.500830216826564,16.11774785179704,60.7022764440602,2.81816414019078,93.83704901478201
1805-55,44.56810998936984,15.948760882012667,60.71101101062115,2.8181626214033977,93.8308703692855
1805-56,44.67158250404418,16.019917503386758,60.789335415102386,2.8181613490547344,93.8250023275951
1805-57,44.75434417347068,16.313472659247285,60.89532322806088,2.8181602831576003,93.81942927549171
1805-58,44.77112320880585,15.953837992408584,60.972250132195036,2.8181593902131303,93.8141363836914
1805-59,44.71289162416626,16.016517681594284,60.97895215946745,2.8181586421579934,93.80910956838623
1805-60,44.61158038285819,16.13786132133244,60.911852382115114,2.8181580154824215,93.80433545376886
1805-61,44.5224398773174,16.123397935240522,60.80686964404389,2.8181574904913416,93.79980133644078
1805-62,44.49378810547658,16.343855934553392,60.72019078829664,2.818157050685412,93.79549515161024
1805-63,44.540709164499454,16.288209621344556,60.698199219033796,2.8181566822424715,93.79140544098892
1805-64,44.63701752166523,15.953616881513602,60.7526541517469,2.818156373583152,93.78752132230288
1805-65,44.729765247817134,15.902093880366175,60.85440265855167,2.8181561150069485,93.78383246033579
