id,phosphorus_content,nitrogen_content,total_nutrient,water_content,particle_size
1805-1,45.01148035736081,16.053027869438708,61.06614512221016,2.929455938623396,95.60554558989239
1805-2,44.804460861819386,15.926635263865386,60.95648387762556,2.911396192182494,95.51046367787691
1805-3,44.78593089419378,16.00167332549503,61.013160026177104,2.896266823515944,95.42016158431515
1805-4,44.78255594639919,15.91833361853218,60.90567975838965,2.8835923489878876,95.33439902518288
1805-5,44.79157288819997,15.998735506727776,60.82075657857172,2.8729744370245465,95.25294779566198
1805-6,44.8672693906826,15.928934252655061,60.912686333470106,2.864079389406462,95.17559116291233
1805-7,44.96761136803759,15.996553937394527,61.038881722293155,2.8566276538485518,95.1021232893693
1805-8,45.0027504486366,15.943069322446107,61.0668299831712,2.8503850382708533,95.0323486850325
1805-9,44.937608141986665,15.992818532342088,61.01449511357626,2.8451553506433105,94.96608168728817
1805-10,44.809632780486375,15.958151224155749,60.925537310929826,2.8407742330906967,94.9031459668812
1805-11,44.686485441143994,15.988639813709966,60.81985310218593,2.837103996476806,94.84337405872225
1805-12,44.62574427137583,15.972810957253074,60.73937027687796,2.8340292931299604,94.78660691628136
1805-13,44.65155431510053,15.985136650717255,60.733947307808705,2.8314534917128737,94.73269348838251
1805-14,44.74425080628439,15.98607143395905,60.80687219651665,2.8292956403067953,94.6814903172729
1805-15,44.84854615113495,15.983110174877542,60.91076304460864,2.8274879222661777,94.63286115689752
1805-16,44.90233371759587,15.997314830478413,60.98620361895496,2.825973524886836,94.58667661036323
1805-17,44.871401354308524,15.98300868707409,60.99361747857597,2.8247048539044006,94.54281378562777
1805-18,44.76864490612875,16.006268802814855,60.92796609659396,2.8236420377085794,94.50115596849743
1805-19,44.646539413136686,15.984954018767475,60.821734001197456,2.8227516742638885,94.46159231206327
1805-20,44.5679571734076,16.012961319886916,60.73053013085513,2.8220057813552573,94.42401754174963
1805-21,44.57184472018964,15.988799606817047,60.70291210088337,2.8213809171669713,94.38833167518996
1805-22,44.652246966889784,16.0176522491661,60.75293997679859,2.820857443556639,94.35443975618459
1805-23,44.76180323479128,15.994205832185056,60.85290387517455,2.8204189088704608,94.3222516020327
1805-24,44.83773159393173,16.020754096995173,60.94880091173732,2.8200515309030028,94.29168156356594
1805-25,44.836112926818494,16.00072037955043,60.98904428405308,2.819743763752017,94.26264829724542
1805-26,44.755731529762194,16.022753074384752,60.951748348121725,2.819485934955475,94.23507454871528
1805-27,44.638492519944045,16.00785356840701,60.856528338754316,2.8192699415068128,94.20888694723737
1805-28,44.54631653642296,16.024139202547772,60.75412597288556,2.8190889951947997,94.18401581045975
1805-29,44.52725641434106,16.015141368629756,60.69918237723803,2.8189374092646062,94.16039495899943
1805-30,44.58937217378338,16.025351263024938,60.72092648194453,2.818810419695286,94.13796154034635
1805-31,44.696556285361034,16.02219177774052,60.80756347931165,2.818704035476807,94.11665586161968
1805-32,44.78845800456785,16.026739476038447,60.91261564539792,2.818614913181157,94.09642123073152
1805-33,44.81351077471309,16.028713034198134,60.97977853110956,2.818540251885567,94.07720380553552
1805-34,44.75698559750618,16.028546186890495,60.97303840001223,2.818477705145512,94.05895245055873
1805-35,44.64880517874338,16.034524496540808,60.89594851515125,2.8184253072509855,94.04161860093575
1805-36,44.546972943510674,16.03090277439207,60.7897247717608,2.8183814114484482,94.02515613318283
1805-37,44.505788337957945,16.03955276646241,60.711176887081876,2.8183446381868924,94.00952124246841
1805-38,44.54626162323081,16.0338395798493,60.70230062595277,2.8183138317615106,93.99467232605313
1805-39,44.64484356897899,16.043816713027436,60.76780697204913,2.8182880239923693,93.9805698725896
1805-40,44.746510101584995,16.03730490545935,60.87260625872398,2.8182664037965885,93.96717635698688
1805-41,44.79493118504653,16.04740549135469,60.96059016048926,2.818248291697746,93.95445614056044
